image,top1_pred,top1_score,top2_pred,top2_score,score_margin_top1_top2,new_threshold,new_ratio,is_new_by_threshold,pseudo_label,top5_labels,top5_scores
000110707af0ba.jpg,fbe2b15b5481,0.7063132524490356,613d4dd25716,0.3255668878555298,0.38074636459350586,0.324167,0.2,FALSE,fbe2b15b5481,fbe2b15b5481 613d4dd25716 5a199d197c45 528e2b621c73 574bd81ec992,0.70631325 0.32556689 0.29190713 0.26042241 0.24864550
0006287ec424cb.jpg,1424c7fec826,0.6869074702262878,c3b7d902e73c,0.3613656759262085,0.32554179430007935,0.324167,0.2,FALSE,1424c7fec826,1424c7fec826 c3b7d902e73c 98995caaa0d3 03c879f7c6d5 bf412253bbc2,0.68690747 0.36136568 0.26802993 0.25561300 0.25016999
000809ecb2ccad.jpg,1ce3ba6a3c29,0.5154983997344971,124534ac8131,0.344302237,0.17119616270065308,0.324167,0.2,FALSE,1ce3ba6a3c29,1ce3ba6a3c29 124534ac8131 510a86ac109b b8125d90d68e 82f26bb1adae,0.51549840 0.34430224 0.33729288 0.32315880 0.32091045
00098d1376dab2.jpg,c4274d90be60,0.6458438038825989,8b7c29052b93,0.37037479877471924,0.27546900510787964,0.324167,0.2,FALSE,c4274d90be60,c4274d90be60 8b7c29052b93 6ad3713dda3a 2781acdf5508 ecf247662def,0.64584380 0.37037480 0.32410243 0.29153588 0.28491279
000b8d89c738bd.jpg,cf500d3874bc,0.4463682770729065,57e2045537cf,0.2195480465888977,0.2268202304840088,0.324167,0.2,FALSE,cf500d3874bc,cf500d3874bc 57e2045537cf 840f604cf0cd 56637d420170 d4d2cd407a48,0.44636828 0.21954805 0.19352195 0.19145896 0.17857189
000e246888710c.jpg,0afe0c9fc1e0,0.3008332848548889,2718b8ec65ac,0.2245454490184784,0.076287836,0.324167,0.2,TRUE,,0afe0c9fc1e0 2718b8ec65ac 7d0cae992621 c1c876d58b02 10738f4d90f4,0.30083328 0.22454545 0.21610345 0.19563894 0.18716490
000eb6e73a31a5.jpg,77410a623426,0.6723136901855469,be330f0c495c,0.4499806761741638,0.22233301401138306,0.324167,0.2,FALSE,77410a623426,77410a623426 be330f0c495c ad981a124bbd 7485701415cd 1191a41ee0f4,0.67231369 0.44998068 0.44236606 0.38479510 0.37902987
000fe6ebfc9893.jpg,8805324885f2,0.819505513,8adefb8455b6,0.3517686724662781,0.4677368402481079,0.324167,0.2,FALSE,8805324885f2,8805324885f2 8adefb8455b6 eb1e03ba9cae c5ffb1b939f1 394e6fdcb870,0.81950551 0.35176867 0.26306987 0.24063121 0.23970644
0011f7a65044e4.jpg,d5dcbb35777c,0.2672733664512634,0fe7d2195764,0.18580541014671326,0.081467956,0.324167,0.2,TRUE,,d5dcbb35777c 0fe7d2195764 150872f8c6b9 dcb4bb218d23 aad4bd5d4dcf,0.26727337 0.18580541 0.18239887 0.17871901 0.17507938
0012ff300032e3.jpg,19b638e11443,0.5524063110351562,4f7d1d8b4f9b,0.3552381694316864,0.19716814160346985,0.324167,0.2,FALSE,19b638e11443,19b638e11443 4f7d1d8b4f9b 7ab891ff314d 59abcc1b41ec 99591df6b695,0.55240631 0.35523817 0.31560117 0.31171265 0.30919033
00150406ce5395.jpg,2280b5fcc6c2,0.8167017102241516,4b9bc905af99,0.4692065417766571,0.3474951684474945,0.324167,0.2,FALSE,2280b5fcc6c2,2280b5fcc6c2 4b9bc905af99 783f357cf2f9 cca9869bbd74 366200ff5b49,0.81670171 0.46920654 0.39357322 0.36332893 0.35766816
0016cd18d6410e.jpg,65620eadc0b4,0.4512731432914734,36fdfe6f1d22,0.3066074550151825,0.1446656882762909,0.324167,0.2,FALSE,65620eadc0b4,65620eadc0b4 36fdfe6f1d22 ed8f98dcbb4d 3c06337d5955 ce22d362aa02,0.45127314 0.30660746 0.27427360 0.26448396 0.26125878
0017a9c11c61a8.jpg,93a3cb74801f,0.2881420850753784,ae7e930cd7e0,0.28071123361587524,0.007430851,0.324167,0.2,TRUE,,93a3cb74801f ae7e930cd7e0 31f748b822f4 eba622fea33f 216379f400c2,0.28814209 0.28071123 0.28052714 0.25141475 0.23554745
0017f7e0de07b1.jpg,81bec36eb86e,0.700138271,4c5307459d85,0.27946293354034424,0.4206753373146057,0.324167,0.2,FALSE,81bec36eb86e,81bec36eb86e 4c5307459d85 ec2cb0e78ae0 62d6c9377bcf af2c6f835625,0.70013827 0.27946293 0.26866400 0.26856965 0.26467347
001c4c6d532419.jpg,2efee119d786,0.687658966,7187757a45b1,0.4162611961364746,0.27139776945114136,0.324167,0.2,FALSE,2efee119d786,2efee119d786 7187757a45b1 7053d3c812b5 858ad0f8a9e5 778419da2957,0.68765897 0.41626120 0.38637644 0.38213438 0.36609721
001dc45839b1b5.jpg,cd2e1d83c6a1,0.4093025028705597,5a65c050d1a6,0.3547106385231018,0.054591864347457886,0.324167,0.2,FALSE,cd2e1d83c6a1,cd2e1d83c6a1 5a65c050d1a6 12a2428a6026 253b9b7823b6 217ada6d5ca1,0.40930250 0.35471064 0.31335950 0.29471689 0.28691193
001ea84d905ced.jpg,02f5c5ee9c2a,0.29614052176475525,0db9b3a488c8,0.2729138135910034,0.023226708,0.324167,0.2,TRUE,,02f5c5ee9c2a 0db9b3a488c8 d70c1bb692fa ede1daa21598 4a86ba8f32a8,0.29614052 0.27291381 0.24188744 0.22127178 0.21603669
00248b9385e2e0.jpg,679834e8a61d,0.31767985224723816,67b7b6934db9,0.31345731019973755,0.004222542,0.324167,0.2,TRUE,,679834e8a61d 67b7b6934db9 ed72710d3872 229b47bae867 6f70d4f3f3f7,0.31767985 0.31345731 0.28822523 0.28594851 0.24041133
002c7034834e2c.jpg,ed15fd01efbe,0.5171667337417603,71263f9020a6,0.26779553294181824,0.24937120079994202,0.324167,0.2,FALSE,ed15fd01efbe,ed15fd01efbe 71263f9020a6 e349dbc3530d 7ede3960ddcf db59c6b576c9,0.51716673 0.26779553 0.25858641 0.25682902 0.24916330
002d7a5f6d6765.jpg,0a67aa3bfe4e,0.34588000178337097,df94b15285b9,0.33371952176094055,0.01216048,0.324167,0.2,FALSE,0a67aa3bfe4e,0a67aa3bfe4e df94b15285b9 5fc809d9e819 da65f819073c be315fad6ef4,0.34588000 0.33371952 0.32765928 0.32031441 0.31906205
002e8dd5f03476.jpg,3ab9313cbb32,0.3059276342391968,8b5c8b5ec066,0.2248082458972931,0.081119388,0.324167,0.2,TRUE,,3ab9313cbb32 8b5c8b5ec066 17a6f49ddb48 f23e1bfa6f21 9e4bae54f5b6,0.30592763 0.22480825 0.21618547 0.20466764 0.18139231
003130cbfd9538.jpg,83d4a6b00a36,0.6224279999732971,9997a542b869,0.36532941460609436,0.25709858536720276,0.324167,0.2,FALSE,83d4a6b00a36,83d4a6b00a36 9997a542b869 ad71d833d9b8 2e435f07396b 7310115528b7,0.62242800 0.36532941 0.34699854 0.30711418 0.28393391
003156bafb6454.jpg,db59c6b576c9,0.8365769386291504,814534a2dde7,0.3652675747871399,0.4713093638420105,0.324167,0.2,FALSE,db59c6b576c9,db59c6b576c9 814534a2dde7 9252fa90a2ba 71263f9020a6 8549f23a582f,0.83657694 0.36526757 0.35277092 0.32982516 0.28764188
0032b07680c70c.jpg,7845337998d6,0.4446534812450409,6.17368E+11,0.4369456171989441,0.007707864,0.324167,0.2,FALSE,7845337998d6,7845337998d6 617368452785 057e4babf014 1c49644ca9b3 2e268c8dbd31,0.44465348 0.43694562 0.41163599 0.40517443 0.38380373
0033b2d4d58730.jpg,2deca938549e,0.7279599905014038,1816cc1ae38b,0.4287656545639038,0.299194336,0.324167,0.2,FALSE,2deca938549e,2deca938549e 1816cc1ae38b 3721912d310c 166f6ff54853 46988583261a,0.72795999 0.42876565 0.35517156 0.33091548 0.32034752
00367a94430e04.jpg,9a1cc6354b70,0.44253888726234436,adaf6201e353,0.34424087405204773,0.098298013,0.324167,0.2,FALSE,9a1cc6354b70,9a1cc6354b70 adaf6201e353 e5451ae6da0a 559af6cf3cc5 f32461e8e810,0.44253889 0.34424087 0.30562252 0.29507864 0.28903764
00379d20adc510.jpg,51a5929d3acb,0.8002634644508362,f7bb4f9a9d1a,0.3764728307723999,0.4237906336784363,0.324167,0.2,FALSE,51a5929d3acb,51a5929d3acb f7bb4f9a9d1a 80d72641f44d 84d91f8c1f99 9ab8c57f10bc,0.80026346 0.37647283 0.36573082 0.36143389 0.34563261
00396896be9cf9.jpg,0718f3601163,0.649384618,7ee97ff30986,0.27245157957077026,0.3769330382347107,0.324167,0.2,FALSE,0718f3601163,0718f3601163 7ee97ff30986 5eb72a46aa6c ee53c5575e67 e3539a77a6b2,0.64938462 0.27245158 0.25861317 0.21301818 0.20503047
0039922e81961b.jpg,778419da2957,0.5853571891784668,7e5ae959f2d5,0.44695231318473816,0.13840487599372864,0.324167,0.2,FALSE,778419da2957,778419da2957 7e5ae959f2d5 bf7e1e0738f5 9a6b86f7bb3e 9f3613b5c45b,0.58535719 0.44695231 0.38718721 0.37250403 0.33671090
003c46063bb0c4.jpg,34aa8ce246c9,0.6556403636932373,01ed6328971c,0.297251821,0.3583885431289673,0.324167,0.2,FALSE,34aa8ce246c9,34aa8ce246c9 01ed6328971c d322fe55b12e 5094562d2351 02d28c7b1e53,0.65564036 0.29725182 0.28584245 0.28106472 0.27178919
00408e82bc01f3.jpg,6642e34b23c8,0.6709803342819214,180c0ab04dcd,0.3821467161178589,0.2888336181640625,0.324167,0.2,FALSE,6642e34b23c8,6642e34b23c8 180c0ab04dcd a86b9a0c8b35 b8cea153274d e9525f5abf43,0.67098033 0.38214672 0.30947572 0.30561817 0.29030797
00424bb2531f73.jpg,09abf77ea277,0.6326157450675964,f2a730063a7a,0.3331693708896637,0.29944637417793274,0.324167,0.2,FALSE,09abf77ea277,09abf77ea277 f2a730063a7a 89230129f596 67a4faf55a4d 528c6ef62a74,0.63261575 0.33316937 0.31686288 0.28916174 0.24903224
0042e3a3223eb5.jpg,8433ddb1a9f0,0.5692955851554871,91337b9c7c2d,0.3200008273124695,0.24929475784301758,0.324167,0.2,FALSE,8433ddb1a9f0,8433ddb1a9f0 91337b9c7c2d b35310da97be 9d1976df09cb bee78fa2d99c,0.56929559 0.32000083 0.30842462 0.28152734 0.26945305
00433f94a60fab.jpg,9f3613b5c45b,0.5687556266784668,1191a41ee0f4,0.34921780228614807,0.21953782439231873,0.324167,0.2,FALSE,9f3613b5c45b,9f3613b5c45b 1191a41ee0f4 bc1eb2241633 7f9cf355395b a3c2b1f0ddc4,0.56875563 0.34921780 0.28874087 0.28332469 0.28003734
004ab9cb92356c.jpg,79f2713e65a5,0.4934757649898529,8b1396f836e9,0.2453443706035614,0.2481313943862915,0.324167,0.2,FALSE,79f2713e65a5,79f2713e65a5 8b1396f836e9 e7ae25dd55e7 e627a009f0e1 c96c0a13cb56,0.49347576 0.24534437 0.21321620 0.19198950 0.18976663
004ceec96d93c2.jpg,12f2a4406d7e,0.4529171586036682,66423582531a,0.41991859674453735,0.032998562,0.324167,0.2,FALSE,12f2a4406d7e,12f2a4406d7e 66423582531a c05071b0697f 212a788c210d 7845337998d6,0.45291716 0.41991860 0.41436037 0.38814747 0.38134885
0050a7a912c014.jpg,4cd6e5f050ad,0.5896722078323364,fc0f7c162cc0,0.3511366546154022,0.2385355532169342,0.324167,0.2,FALSE,4cd6e5f050ad,4cd6e5f050ad fc0f7c162cc0 fdcf5957ae47 1835d34712da ce44e6affbf6,0.58967221 0.35113665 0.29948136 0.29087663 0.29071575
0052bfba7b177f.jpg,7894639960d6,0.4651675224304199,7eb842d80577,0.2571001648902893,0.20806735754013062,0.324167,0.2,FALSE,7894639960d6,7894639960d6 7eb842d80577 7084b8aa61c5 614624ba3a13 202293bf1526,0.46516752 0.25710016 0.25518605 0.24993798 0.21292450
005c1cbee59057.jpg,cbf0a66149bf,0.6359812021255493,027aff42aa7f,0.27791374921798706,0.35806745290756226,0.324167,0.2,FALSE,cbf0a66149bf,cbf0a66149bf 027aff42aa7f 46461cacceaf 844031301ad4 1b6e600fecfe,0.63598120 0.27791375 0.26769224 0.24660492 0.23534667
00613caa075d39.jpg,74745cb94379,0.6169847846031189,27168ac53b92,0.41301611065864563,0.20396867394447327,0.324167,0.2,FALSE,74745cb94379,74745cb94379 27168ac53b92 fb11f4414d62 a8bc24429742 3745ef08744d,0.61698478 0.41301611 0.31855226 0.26277718 0.21183008
0063923659a874.jpg,114207cab555,0.3220372498035431,4a67e64bd3b7,0.26120349764823914,0.060833752155303955,0.324167,0.2,TRUE,,114207cab555 4a67e64bd3b7 2b0ec738b987 83afdba5e8e5 ce6e37904aa4,0.32203725 0.26120350 0.24085322 0.22904298 0.22270413
00661ed89a5a0d.jpg,04cc97bc74f0,0.3931148648262024,5094562d2351,0.3676149249076843,0.025499939918518066,0.324167,0.2,FALSE,04cc97bc74f0,04cc97bc74f0 5094562d2351 bfbe09c06683 47c2fcfe41f1 f63a230f2e7b,0.39311486 0.36761492 0.28198311 0.27790740 0.26111528
00692c9b56999f.jpg,49671e4ffe85,0.33416858315467834,32d3b30b473f,0.2710537016391754,0.063114882,0.324167,0.2,FALSE,49671e4ffe85,49671e4ffe85 32d3b30b473f 9f2316347214 30d68089942e da2f627aed3a,0.33416858 0.27105370 0.27051038 0.25591543 0.25340891
0069c917e60d4e.jpg,a007120e39ff,0.2940302789211273,fe07500cd467,0.2541915774345398,0.039838701486587524,0.324167,0.2,TRUE,,a007120e39ff fe07500cd467 2d27d969caba 0c77a2a37d30 481afd03b94b,0.29403028 0.25419158 0.22034512 0.20511803 0.17760125
006bc654f2299f.jpg,1ae26cb8153d,0.2348203808069229,0674970efe22,0.19504205882549286,0.039778321981430054,0.324167,0.2,TRUE,,1ae26cb8153d 0674970efe22 de8c49a4ff52 b7a1507d18b6 fe73e10c78af,0.23482038 0.19504206 0.16299801 0.16292849 0.15035769
00765173b3ebfb.jpg,1c96860433c5,0.6138537526130676,3a6d0016cd70,0.558200479,0.055653274059295654,0.324167,0.2,FALSE,1c96860433c5,1c96860433c5 3a6d0016cd70 fa45ba34134c 450ddbb532b2 23c67bd564c1,0.61385375 0.55820048 0.27813888 0.26878703 0.26278442
